post_id,text,likes,comments,reposts,views,attachments
2998726,"АРМИ ХАММЕРУ НРАВЯТСЯ ОБВИНЕНИЯ В КАННИБАЛИЗМЕ.

Со времён обвинений некогда популярного актёра в каннибализме и изнасилованиях прошло уже несколько лет, и Арми сделал свои выводы по ситуации.

На презентации своего подкаста Хаммер рассказал, что теперь ему нравится «вся эта каннибальская фигня», потому что это производит много шума. Также он добавил, что теперь без проблем может пошутить насчет того, что он тот самый, якобы, каннибал.

А мы напомним, что после скандала вокруг переписок с Арми и обвинений в каннибализме он был уволен из всех грядущих проектов. После Хаммер работал на островах, продавая туры посетителям отелей, а недавно продал свой внедорожник из-за нехватки денег на бензин для него.",142,8,27,34699,"['photo', 'photo']"
2998715,"Дочка Дэвида Генри с сумочкой, на которой изображена героиня Селены Гомес Алекс Руссо.

Вчера состоялась премьера продолжения сериала «Волшебники из Вэйверли Плэйс», на которой появились Дэвид Генри и Селена Гомес.

И, пожалуй, самым милым моментом вечера можно назвать появление дочки Дэвида с милой розовой сумочкой, на которой была изображена Алекс Руссо.",1504,3,174,100277,"['photo', 'video']"
2998701,"Новая фотосессия Ланы Дель Рей!

Королева грусти, стройности и аллигаторов появилась на обложке нового Итальянского Vogue ноябрь. 

Снимки сделаны фотографом Стивеном Майзелем.",741,20,43,28218,"['photo', 'photo', 'photo', 'photo', 'photo', 'photo']"
2998663,"«ЛУЧШИЙ АКТЕР»: [https://vk.com/wall-88397640_2985063|Об «Оскаре» мечтал Петров], но получит, видимо, Юра Борисов!

Буквально пару часов назад стало известно о том, что российский актер [https://vk.com/wall-88397640_2955239|Юра Борисов] представлен в номинации «Лучший актер второго плана» на престижной Американской премии -  Gotham Awards 2024 за роль в фильме «Анора».

Всего у фильма четыре номинации:
Лучший фильм (Анора)
Лучший режиссер (Шон Бейкер)
Лучшая актриса (Майки Мэдисон)
Лучший актер второго плана (Юра Борисов) 

Конкуренцию нашему Юре составят: Гай Пирс, Киран Калкин, Наташа Лионн. 

Ранее, актер уже неоднократно отмечался иностранными кинокритиками за свой талант: например в 2021 году он был номинирован на [https://vk.com/wall-88397640_2595804|Премию Европейской киноакадемии], как «лучший актер».

Если вдруг вы пропустили: Фильм «Анора» американского режиссера Шона Бэйкера с российскими актерами [https://vk.com/wall-88397640_2985601|Юрой Борисовым и Марком Эндельтейном] в главных ролях этой весной забрал главную награду Каннского кинофестиваля - Пальмовую ветвь.

Критики без сомнений говорят о том, что «Анора» будет представлена сразу в нескольких номинациях на самом «Оскаре».

Кстати, помимо успешной карьеры, Юра отлично справляется с [https://vk.com/wall-88397640_2599022|ролью мужа и отца двух лапочек-дочек]. Актер уже несколько лет женат на актрисе Анне Шевчук и воспитывает двух дочерей - Акулину и Марфу.

Поздравляем нашего слоняру и очень гордимся!",1392,25,520,68292,"['photo', 'photo', 'photo']"
2998656,"Вы готовы вернуться в детство? Состоялась премьера продолжения ""Волшебников из Вэйверли Плэйс""

Семья Руссо вновь собрала вместе на премьере сериала ""Волшебники за пределами Вэйверли Плэйс"". Спин-офф расскажет историю волшебницы Билли, которая была подослана Алекс, для обучения магии у Джастина.",677,20,175,55095,"['photo', 'photo', 'photo', 'photo', 'photo']"
2998648,"История о том, как Тимоти Шаламе проиграл на соревновании своих двойников

27 октября в Нью-Йорке прошло соревнование двойников Тимоти Шаламе. Идея мероприятия пришла в голову одному из фанатов и собрала много желающих получить заветные 50$ в качестве приза. Пока ни о чём не подозревающие фанаты Тимоти собирались в парке, сам актёр решил неожиданно появиться на соревновании. Выиграть ему не удалось, ведь лучшим ""Тимоти Шаламе"" был признан молодой человек в костюме Вилли Вонка.",639,6,120,64817,"['photo', 'photo', 'photo', 'photo', 'photo', 'photo']"
2998632,"Внимание! В интернете новый мем: «Она приняла субстанцию»

Мы уже рассказывали о фильме [https://vk.com/voguelite?w=wall-88397640_2994520|""Субстанция""], который завирусился в социальных сетях, породив новые дискуссии и мемы, конечно. Пользователи прикрепляют фотографии двух похожих личностей и пишут, что те приняли таинственную субстанцию.",446,6,181,36367,"['photo', 'photo', 'photo', 'photo', 'photo']"
2998624,"Кайли Дженнер меняется под влиянием clean girl aesthetic

Думаем, многие заметили, как за последний десяток лет резко поменялись тренды. От плотного и тяжелого макияжа 2015-2016 мы перешли к дерзкому и ""альтушному"" в 2019-2020, чтобы наконец оказаться в в эре ""clean girl"".

Кайли Дженнер как одна из самых влиятельных медиа-персон не может избежать следования модным веяниям. СМИ сообщают, что девушка жалеет о большом количестве пластических операций и хочет вернуться к более естественному образу. 

«Она осознает, что зашла слишком далеко».",408,4,34,44439,"['photo', 'photo', 'photo', 'photo', 'photo']"
2998615,"Фиби Тонкин помолвлена!

Актриса Фиби Тонкин, прославившаяся своими ролями в ""Дневниках вампира"" и ""H2O: Просто добавь воды"", объявила о помолвке с Бернардом Ланграджем, директором арт-консалтингового агентства. Пара скрывала свои отношения, но, предположительно, они начали встречаться весной этого года.",777,1,86,34912,"['photo', 'photo', 'photo', 'photo']"
2998607,"Вся в белом: новый выход Блейк Лайвли

Актриса Блейк Лайвли появилась на премии Совета дизайнеров Америки CFDA, которая вчера проходила в Нью-Йорке. Блейк предстала на ковровой дорожке в total-white наряде от Michael Kors, который и сопровождал её на мероприятии.

Очень освежающий образ!",433,4,15,25925,"['photo', 'photo', 'photo', 'photo', 'photo']"
2998598,"Канадская поп-звезда снялась для бренда Ким Кардашьян

Тэйт Макрэй, 21-летняя поп-звезда и танцовщица, снялась для зимней рекламной кампании Ким Кардашьян. В последнее время её хиты ""Greedy"", ""exes"" и другие завирусились в Тик-Токе, так что неудивительно, что Ким позвала для съемки восходящую звезду.",213,7,14,28126,"['photo', 'photo', 'photo', 'photo', 'photo', 'photo']"
2998583,"Том Брэди кусает локти: Жизель Бюндхен станет мамой в третий раз!

44-летняя супермодель Жизель Бюндхен ожидает третьего ребёнка от своего 35-летнего бойфренда Хоакима Валенте.

Напомним, что с 2009 по 2022 годы Жизель была в браке американским футболистом Томом Брэди. У пары есть двое совместных детей: 14-летний Бенджамин и 11-летняя Вивьен.",212,6,11,33308,"['photo', 'photo']"
2998572,"Джонни Депп вновь снимется в фильме «Дневной пьяница» с Пенелопой Крус 

61-летний актёр не перестает сниматься в новых фильмах. И на этот раз он вновь сыграет с Пенелопой Крус, с которой они вместе работали над кинолентами: «Пираты Карибского моря: На странных берегах», «Ко.аин» и «Убийство в Восточном экспрессе».

Четвёртой совместной работой актёров станет фильм «Дневной пьяница», режиссёром которого выступит Марка Уэбб. История расскажет о пьянице и барменше, которые попадают в криминальную аферу.",293,5,24,25212,"['photo', 'photo']"
2998553,"КРИСА БРАУНА ОБВИНИЛИ В ИЗНАС.ЛОВАНИИ НА ЯХТЕ P.Diddy.

Вслед за Пи Дидди начали высказываться и в сторону исполнителя Криса Брауна, которого многие могут знать не по каким-то хитам, а по истории с избиением Рианны в 2009-м году.

Сейчас же мужчину обвиняют в изнас.ловании, которое произошло, со слов потерпевшей, в 2020-м году на яхте Шона Комбса. В новом документальном фильме Investigation Discovery девушка утверждает, что на вечеринке Крис несколько раз давал ей бокал с алкоголем, после чего она начала чувствовать усталость, а её разум помутнел.

Далее Браун отвел потерпевшую в спальню, где и произошло преступление. После акта нас.лия музыкант записал свой номер в контакты ей на телефон.",231,15,77,58606,['photo']
2998520,"Барбара Палвин и Дилан Спроус уже вовсю отмечают Хэллоуин.

Супруги поделились новыми снимками своих парных образов для вечеринки в честь самых страшных выходных осени. 

Для мероприятия Барбара перевоплотилась в Кристину Даэ, а Дилан в Эрика из мюзикла «Призрак оперы».",1090,14,96,45249,"['photo', 'photo', 'photo', 'photo', 'photo', 'photo']"
2998512,"Адель расплакалась, увидев Селин Дион на своем концерте.

Во время исполнения своей песни «When We Were Young» на последнем концерте в Лас-Вегасе певица увидела среди зрителей зала легендарную Селин Дион. Адель сразу же перестала петь и подошла к Селин, попытавшись её обнять. Во время этого трогательного момента британская певица расплакалась, а после попросила зал поаплодировать Дион.

Сама же Селин тоже не смогла сдержать слёз после такого жеста и поблагодарила зал за поддержку.

Хотим напомнить, что Адель является давней поклонницей легендарной певицы, и даже место, которое она выбрала для выступления, было построено для концертной резиденции Дион.",1633,17,98,70584,"['photo', 'video']"
2998497,"Лили Роуз-Депп снова в деле.

На днях дочку Джонни Деппа и Ванессы Паради заметили за работой над какой-то новой рекламной кампанией в Беверли Хиллз.

25-летняя модель и актриса давно не появлялась в медиа пространстве, и, похоже, решила вернуться в преддверии выхода фильма «Носферату», где исполнила главную роль.",689,11,84,84781,"['photo', 'photo', 'photo', 'photo', 'photo']"
2998468,"Инстасамка - новая солистка Ленинграда

О таком решении группа сообщила в своем телеграмм-канале. Сергей Шнуров возвращается с новым альбомом впервые за шесть лет. Совместная демо-версия пластинки уже готова.

Сама Инстасамка также подтвердила сотрудничество и даже выложила отрывок из предстоящего совместного клипа в свои социальные сети.  Премьера состоится 8 ноября.",272,13,541,51679,"['photo', 'video']"
2998462,,425,3,41,28177,['video']
2998446,"Нурлан Сабуров встретил Марго Робби

В новом стендап-концерте комик рассказал, что во время турне по Америке, он побывал в Нью-Йорке, где и встретил вместе с женой голивудскую звезду во время ужина в ресторане: 

«Садится прямо за соседний столик, а я с женой сижу, но и Марго с парнем. Мы сделали вид, как будто друг друга не хотим»",461,18,67,54716,['photo']
2998417,"Умерла племянница Деми Ловато.

Ранее мы писали о том, что сестра Деми Ловато Мэдисон Де Ла Гарза, исполнившая роль Хуаниты в «Отчаянных домохозяйках», объявила о своей беременности. 

К сожалению, девушке были вынуждены сделать экстренное кесарево сечение, в результате чего ребенок не выжил.",625,22,707,127833,"['photo', 'photo']"
2998403,"Лана Дель Рей дала первый комментарий о своем браке 

Во время своего первого выхода в свет после свадьбы с гидом по аллигаторам Джереми Дюфреном, Лана Дель Рей впервые публично высказалась о супружеской жизни. 

До этого она лишь кратко давала информацию в комментариях социальных сетей фанатов, на мероприятии ее ответ был также очень кратким: «Все хорошо. Мы счастливы».

Напомним, что ранее появились слухи о том, что близкие певицы обеспокоены ее быстрым замужеством.",350,7,7,47284,['photo']
2998372,"Лана Дель Рей вернулась к работе 

Несменная стилистка певицы Молли Диксон поделилась на своей странице в социальных сетях, что находится на съемках неизвестного проекта. 

Судя по реквизиту, можно сказать, что это как-то относится к грядущей пластинке «Lasso», которую фанаты уже не надеялись услышать в этом году.",341,3,7,38073,"['photo', 'photo', 'video']"
2998326,"Болгар была стилистом и вдохновителем Павла Дурова

Ирина опубликовала на своей странице новые подробности совместной жизни с бывшим мужем. В этот раз она рассказала, что она была дизайнером почти всей одежды которую сейчас носит создатель Telegram. 

Также она привела Павла во многие его хобби. К примеру, Болгар познакомила его с йогой:  «Я познакомила Павла с йогой. Научила его играть на пианино, а он наслаждался музыкой любимого композитора. Павел также присоединился к моей страсти к автогонкам, став моим постоянным пассажиром».",182,41,69,50182,"['photo', 'photo']"
2998284,"Хейли Бибер умеет выбирать моделей для рекламных кампаний бренда Rhode.

Модель и бывший ангел Victoria’s Secret Эльза Хоск появилась в небольшой рекламной кампании нового продукта Rhode Skin - барьерного масла.

Эстетика Эльзы идеально сочетается с эстетикой бренда Хейли.",1157,7,82,113595,"['photo', 'video', 'photo', 'photo', 'photo', 'video']"
2998270,"Энн Хэтэуэй уже отмечает Хэллоуин!

До самой страшной ночи года осталось всего несколько дней, так что знаменитости уже начали перевоплощаться в разных персонажей.

Энн нечасто можно увидеть в каких-то образах на Эллоуин, но в этом году уже показала один из них, перевоплотившись в мрачную Статую Свободы.

На футболке Хэтэуэй, кстати, написано «Boo York City».",354,5,22,35388,"['photo', 'photo', 'photo', 'photo']"
2998238,"Худеющий кот Крошик умер...

Кот Крошик из Перми прославился на весь мир из-за своих проблем с лишним весом. В августе, когда его нашли в подвале пермской больницы, он весил 17 килограмм. Ветеринары держали в курсе процесса похудения кота, и последние замеры остановились на отметке ""14 килограмм"", однако организм животного не выдержал. Точная причина смерти будет обнародована позже. Сейчас известно только то, что несколько дней назад Крошику стало плохо и он начал задыхаться.",528,17,210,37749,"['photo', 'photo']"
2998232,"Лана Дель Рэй задала новый тренд на Хэллоуин

В этом году Лана Дель Рэй стала женой Джереми Дюфрена, 56-летнего охотника на аллигаторов и туристического гида из Луизианы. Многие поклонники певицы решили вдохновиться свадьбой пары и примерить их образы на себя для Хэллоуина. 

Под постом одной из пар Лана уже оставила комментарий:

«я не могу с вам ребята🐊 вы выглядите мило»",1116,2,181,51231,"['photo', 'photo', 'photo', 'photo']"
2998217,"Парные образы Селены Гомез и Бенни Бланко на Хэллоуин

Бенни Бланко и Селена Гомез впервые совместно празднуют Хэллоуин. В честь этого певица и её молодой человек решили выбрать парные образы. Селена переоделась в Алису из ""Алиса в Стране Чудес"", а Бенни предстал в образе Безумного Шляпника.",885,101,66,38773,"['photo', 'photo', 'photo', 'photo']"
2998212,"Оксана Самойлова купила козе свитер за 80 тысяч рублей?

Недавно СМИ распространяли новость о том, что Оксана Самойлова купила своей козе свитер от Fendi за [https://vk.com/voguelite?w=wall-88397640_2994621|80 тысяч рублей]. Однако сама бизнесвумен это быстро опровергла. На красной дорожке Оксана призналась журналистам, что это фейковый свитер с Ozon за 300 рублей.

«Я что сумасшедшая?! Я даже детям Fendi не покупаю!»",149,5,16,31944,"['photo', 'photo']"
2998194,"Теперь Джейкоб Элорди — это иностранная версия Александра Петрова

Только недавно мы говорили о том, что Джейкоб Элорди может сыграть [https://vk.com/voguelite?w=wall-88397640_2997187|нового Патрика Бейтмана], как появились новости о его новой работе. Джейкоб Элорди и Элизабет Дебики сыграют главные роли в фильме, который расскажет историю любви и гибели Кэролин Бессет-Кеннеди и Джона Кеннеди-младшего.",371,6,54,39061,"['photo', 'photo', 'photo', 'photo', 'photo']"
2998180,"Оливия Манн гордо показала свои шрамы в рекламной кампании Skims

Актриса Оливия Манн стала новой героиней рекламной кампании бренда Ким Кардашьян. На снимках Оливия, не скрывая, демонстрирует свои шрамы от двойной мастэктомии, которую ей пришлось пережить в 2023 году. Тогда актрисе поставили диагноз ""редкий рак молочной железы"". Ей пришлось также удалить яичники, матку и фаллопиевы трубы.

Рекламная кампания приурочена к месяцу осведомленности о раке молочной железы. Оливия призналась, что эти шрамы являются отражением того, как тяжело она боролась.",791,4,65,47424,"['photo', 'photo', 'photo', 'photo', 'photo', 'photo']"
2998166,"Мысли только об одном: новый выход Камиллы Кабейо

Певица Камилла Кабейо появилась на ковровой дорожке мероприятия Instyle Imagemaker Awards. Она наконец вернула привычный тёмный цвет волос и подчеркнула это приталенным розовым платьем от Elie Saab и белой меховой накидкой.",518,10,42,26895,"['photo', 'photo', 'photo', 'photo', 'photo', 'photo']"
2998134,"Лили Аллен рассказала, как может зарабатывать на фото своих ног на «OnlyFans» больше, чем на музыке. 

Певица Лили Аллен, находящаяся в браке с актером Дэвидом Харбором, рассказала, что этим летом решила завести аккаунт на «OnlyFans». Там она стала выкладывать только снимки своих ступней.

По словам Лили, эти фото приносят ей около 10ти тысяч долларов в месяц от тысячи подписчиков, в то время, как выплаты от 8-ми миллионов слушателей на Spotify ей приносят около 100 тысяч долларов. 

Так при теоретических восьми миллионах зрителей на Онлифанс Лили могла бы зарабатывать около 80-ти миллионов долларов ежемесячно.

Как сказала сама Аллен: «Не вините игрока, вините игру».",403,23,580,80556,"['photo', 'photo']"
2998127,"Лиззо выбрала костюм Оземпика на Хэллоун 2024.

Кажется, певица решила выбрать настоящую базу в этом году, нарядившись в самый хайповый препарат для похудения, а точнее в его более дешевый аналог из серии «Южного Парка», который назывался Лиззо.

Кажется, это тот образ, который ждали все люди из комментариев певицы, утверждающие, что она худеет на Оземпике.",377,10,60,44984,"['photo', 'video', 'photo', 'video']"
2998110,"Самый преданный друг Сабрины Карпентер 

Фанаты Сабриары Карпентер запустили новую серию постов в социальных сетях, они умиляются тандему Сабрины со своим гитаристом. Музыкант в команде певицы с самого начала и ни разу не покинул ее, несмотря на падения. 

В его социальных сетях можно найти множество старых видео/фото со старых выступлений из еще совсем небольших залов. И, конечно, он с ней и сейчас на одном из самых успешных туров в истории Short n' Sweet Tour",398,7,23,32823,['video']
2998083,"Как фанаты «сверхъестественного» должны смириться с финалом [https://vk.com/wall-88397640_2214366|Дина Винчестера], если даже сам Дженсен Эклз этого не сделал?!

Если вы когда-нибудь испытывали угрызения совести из-за того, что слишком привязаны к герою какого-либо сериала или фильма, знайте - вам нечего стыдиться. 

Душераздирающий финал культового сериала «сверхъестественное» вышел более 4-х лет назад, однако смириться с ним не могут и по сей день не большая часть самых поклонников, ни даже исполнитель главной роли - Дженсен Эклз.

В сети о последней серии 15 сезона отзываются исключительно как о «финале, которого нет и никогда не было», так как происходящее в нем, ничем иным, как издевательством и насмешкой над Дином Винчестером - не назовешь.

К слову, подобным отношением к своему персонажу остался недоволен и сам исполнитель роли Дина Винчестера - Дженсен Эклз. 

24 января в день рождения своего персонажа он устроил вечеринку и пригласил всех актеров и работников сериала. 

Кроме того, он снял собственное шоу «Винчестеры», в котором рассказывается о жизни родителей братьев - Мэри и Джоне Винчестеров и конечно же появился там и сам в роли Дина. 

По честным признаниям большей части поклонников, они делают вид, что последней серии и вовсе не было. Видимо тоже самое делает и сам актер.

И мы его прекрасно понимаем.",403,28,86,32890,"['photo', 'photo', 'photo', 'photo', 'photo', 'photo', 'photo', 'photo', 'photo']"
2998066,"Кендалл Дженнер и её бесконечные ноги в новой фотосессии.

Вместе с работой для издания M Magazine у модели вышла ещё одна съёмка, но уже для бренда нижнего белья Calzedonia.

Как жаль, что их колготки не смогут сделать такие же длинные ноги как у Кендалл.",739,13,145,35936,"['photo', 'photo', 'photo', 'photo', 'photo', 'photo', 'photo', 'photo', 'photo']"
2998044,"ЧЕЛОВЕК-ПАУК СПАС СВОЮ ЭМ-ДЖЕЙ: [https://vk.com/wall-88397640_2997928|Том Холланд защитил Зендаю] от обезумевшей толпы фанатов и папапацци.

Минувшим вечером Том Холланд подтвердил, что он настоящий супергерой, спасая свою возлюбленную Зендею в толпе фанатов и журналистов. 

Все произошло в тот момент, когда звездная парочка под ручку возвращалась с вечеринки и неожиданно была настигнута толпой поклонников и фотографов. Под натиском Зендая разжала руку бойфренда и в миг была окружена напирающей живой стенкой.

В оригинальной видеозаписи можно услышать, как Том Холланд с тревогой в голосе говорит: «Нет, нет, нет» видя происходящее.

Страшно то, что в это время неизвестные мужчины начали отталкивать Тома Холланда в сторону и буквально удержать его. 

К счастью актер быстро среагировал и расталкивая всех, чуть ли не дерясь, смог снова пробраться к девушке и вывести ее из толпы. 

[https://vk.com/clip-88397640_456245430?c=1|В видео-клипе] в какой-то момент становится по-настоящему страшно за ребят.

Эх, девочки, нам всем нужен Том Холланд.",1334,16,323,57345,['video']
2998038,"Джастин Бибер сделал милый подарок своей жене.

В своих соцсетях Хейли Бибер поделилась снимком растения(предположительно, это тамаринд), которое ей подарил муж. Девушка написала, что этот подарок был сделан просто так, добавив, что такие мелочи всегда имеют значение.

Это так мило.",1046,2,56,83948,"['photo', 'photo']"
2998025,"Лана Дель Рей вышла в свет с обручальным кольцом.

Вчера 39-летняя певица посетила премию InStyle Imagemaker Awards в белом платье с меховой накидкой, но всё внимание приковало к себе сверкающее украшение на безымянном пальце.

Не так давно Лана вышла замуж за укротителя крокодилов Джереми Дюфрена и, наконец, продемонстрировала обручальное кольцо, подаренное возлюбленным.",463,4,22,30679,"['photo', 'photo', 'photo', 'photo', 'photo']"
2997999,"Почему в сети считают, что P.Diddy причастен к смерти Лиама Пейна.

В ряде небольших новостных порталов вышли статьи о том, что Шон Комбс может быть причастен к смерти популярного певца. Причиной этому послужило то, что в теле Лиама было найдено то же запрещённое вещество, которое было у всех людей Пи Дидди «от дворецкого до повара», чтобы предлагать гостям белых вечеринок(по всей видимости, и не только).

Помимо этого поклонники певца удивлены тому, что он долгое время был в завязке, и вдруг решил сорваться, приняв сразу смесь из пяти веществ в смертельном количестве.

В сети уверены, что Лиама убрали люди P.Diddy, потому что он собирался рассказать подробности, касающиеся закулисья и насилия в Голливуде.",182,20,132,38713,"['photo', 'photo', 'photo', 'photo']"
2997966,"Воссоединение лучших друзей: [https://vk.com/wall-88397640_2991059|Милли Бобби Браун и Ноа Шнапп] веселятся на концерте Сабрины Карпентер.
 
Несколько дней назад, 20-летняя актриса Милли Бобби Браун официально связала себя узами брака с Джейком Бонджови, отметив это пышной свадебной церемонией, на которой присутствовали только близкие друзья и родственники. Среди них был и коллега по сериалу «Очень странные дела» - актер Ноа Шнапп, с которым девушка дружит практически с младенчества. 

Долгое время, почти целый год Милли и Ноа не появлялись нигде публично, и поклонники переживали, что многолетней дружбе звезд пришел конец. 

К счастью, это оказалось неправдой, и на днях Милли Бобби Браун была замечена наедине с лучшим другом на концерте Сабрины Карпентер в рамках ее мирового тура «Short n' Sweet» в Атланте, Джорджия. 

Перед началом исполнения «Juno» певица отметила, что сегодня на шоу присутствует ее хорошие приятели Милли и Ноа, подарив им сценические наручники прямо со сцены.",590,2,18,50655,"['photo', 'photo', 'photo']"
2997928,"РАЗДАЛИ СТИЛЯ: [https://vk.com/wall-88397640_2995961|Зендея и Том Холланд] на ночном свидании в Нью-Йорке.

Этой ночью в отеле Tribeca's Greenwich в центре Нью-Йорка состоялась закрытая вечеринка в честь запуска бренда «Bero» семьи Холландов, которую, конечно же, посетила невестка - Зендая под ручку с бойфрендом Томом Холландом.

По этому поводу самая милая парочка Голливуда даже подобрала парные образы: Zendaya в костомном платье Louis Vuitton от Nicolas Ghesquière с глубоким V-образным вырезом и металлическим поясом, а Том Холланд в черных брюках, белых кроссовках и футболке, которая идеально сочеталась с платьем Зендаи.

Ну просто король и королева стиля.",1336,21,195,41989,"['photo', 'photo', 'photo']"
2997912,"Показы закончились, поэтому Ирина Шейк вернулась к обычной жизни и начала попадать под прицелы папарацци вместе с Лией.

Вот, например, на днях маму с дочкой утром засняли по дороге в школу. Судя по выражению лица девочки, она была явно недовольна (Как же мы её понимаем).

В качестве образа Ирина выбрала строгий чёрный наряд, а Лия наоборот предпочла розовое платье принцессы.",278,4,22,29084,"['photo', 'photo']"
2997887,"Новый выход Изабеллы Хадид.

Модель подловили папарацци после посещения пилатеса в спортивном зале Лос-Анджелеса.

Кажется, Белла снова задает тренды, и скоро галоши с трусами-шортами будут носить все модницы.",889,27,138,69400,"['photo', 'photo', 'photo']"
2997876,"Друзья Ланы Дель Рей обеспокоены её новым браком?

Совсем недавно певица впервые вышла замуж, правда, по сообщениям некоторых СМИ приближённые к ней люди опасаются, что брак продлится недолго.

Сообщается, что друзья Ланы считают её супруга отличным человеком, но они также знают, что Дель Рей может быстро «перегореть» и в какой-то момент понять, что свадьба была ошибкой, так как они с её мужем ведут разные стили жизни.

Напомним, что Лана и её возлюбленный Джереми Дюфрен знакомы ещё с 2019-го года, но их дружба переросла в настоящие отношения недавно. Ну а спустя месяц пара сыграла свадьбу.",205,40,15,39767,"['photo', 'photo', 'photo', 'photo']"
